publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,notes,publisher_name,publication_type,date_monograph_published_print,date_monograph_published_online,monograph_volume,monograph_edition,first_editor,parent_publication_title_id,preceding_publication_title_id,access_type,full_coverage,collection,discipline,catalog_identifier_oclc,catalog_identifier_lccn,archive_release_date,publication_date,grouped_id,lineage,parent,processed_date_first_issue_online,processed_date_last_issue_online,lineage_active_years,lineage_active_years_bin,coerced_date_first_issue_online,coerced_date_last_issue_online,unique_discipline,wikidata_url,wikipedia_url,wikidata_title,aggregated_disciplines,title_active_years,title_active_years_bin,unique_title_discipline,unique_lineage_discipline,discipline_count_per_title,discipline_count_per_lineage,processed_publisher_name,updated_discipline_count_per_lineage,qid,lineage_has_wiki,title_has_wiki
Dance Research: The Journal of the Society for Dance Research,0264-2875,1750-0095,1983-04-01,1,1,2019-12-01,37,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/dancresejsocidan,,dancresejsocidan,P4Y,fulltext,,Edinburgh University Press,serial,,,,,,,,P,1983-04-01 - 2019-12-01,JSTOR Essential Collection ; Arts & Sciences III Collection ; JSTOR Archival Journal & Primary Source Collection,Arts ; Performing Arts,49606282,2004-237161,2004-11-10,,dancresejsocidan,dancresejsocidan,dancresejsocidan,1983-04-01,2019-12-01,37,binned_0,1983-04-01,2019-12-01,True,http://www.wikidata.org/entity/Q5215191,https://en.wikipedia.org/wiki/Dance_Research,Dance Research,Arts ; Performing Arts,37,binned_2,True,True,2,2,Edinburgh University Press,2,Q5215191,True,True
American Music,0734-4392,1945-2349,1983-04-01,1,1,2020-12-01,38,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/americanmusic,,americanmusic,P3Y,fulltext,,University of Illinois Press,serial,,,,,,,,P,1983-04-01 - 2020-12-01,JSTOR Essential Collection ; Arts & Sciences III Collection ; Music Collection ; JSTOR Archival Journal & Primary Source Collection,American Studies ; Area Studies ; Arts ; Music,50574305,2004-235615,2003-10-08,,americanmusic,americanmusic,americanmusic,1983-04-01,2020-12-01,38,binned_1,1983-04-01,2020-12-01,True,http://www.wikidata.org/entity/Q15756685,,American Music,American Studies ; Area Studies ; Arts ; Music,38,binned_2,True,True,4,4,University of Illinois Press,4,Q15756685,True,True
Law and History Review,0738-2480,1939-9022,1983-04-01,1,1,2019-11-01,37,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/lawhistoryreview,,lawhistoryreview,P4Y,fulltext,,American Society for Legal History,serial,,,,,,,,P,1983-04-01 - 2019-11-01,JSTOR Essential Collection ; Arts & Sciences IV Collection ; JSTOR Archival Journal & Primary Source Collection,History ; Law,47833951,2001-252950,2004-02-11,,lawhistoryreview,lawhistoryreview,lawhistoryreview,1983-04-01,2019-11-01,37,binned_0,1983-04-01,2019-11-01,True,http://www.wikidata.org/entity/Q15756856,,Law and History Review,History ; Law,37,binned_2,True,True,2,2,American Society for Legal History,2,Q15756856,True,True
Rhetorica: A Journal of the History of Rhetoric,0734-8584,1533-8541,1983-05-01,1,1,2018-10-01,36,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/rhetorica,,rhetorica,P5Y,fulltext,,The Johns Hopkins University Press,serial,,,,,,,,P,1983-05-01 - 2018-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences V Collection,Humanities ; Language & Literature,45952466,2001-214648,2009-03-06,,rhetorica,rhetorica,rhetorica,1983-05-01,2018-10-01,36,binned_0,1983-05-01,2018-10-01,True,http://www.wikidata.org/entity/Q7320444,https://en.wikipedia.org/wiki/Rhetorica,Rhetorica,Humanities ; Language & Literature,36,binned_2,True,True,2,2,The Johns Hopkins University Press,2,Q7320444,True,True
Journal of Folklore Research,0737-7037,1543-0413,1983-05-01,20,1,2019-05-01,56,2-3,https://www-jstor-org.proxy2.library.illinois.edu/journal/jfolkrese,,jfolkrese,P4Y,fulltext,,Indiana University Press,serial,,,,,,,jfolkinst,P,1983-05-01 - 2019-05-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences V Collection,Folklore ; Humanities,51288821,2002-215654,2007-04-18,,jfolkinst,hoosierfolkbull,jfolkrese,1983-05-01,2019-05-01,78,binned_2,1983-05-01,2019-05-01,True,http://www.wikidata.org/entity/Q15708897,https://en.wikipedia.org/wiki/Journal_of_Folklore_Research,Journal of Folklore Research,Folklore ; Humanities,37,binned_2,True,True,2,2,"Hoosier Folklore Society,Indiana University Press",2,Q15708897,True,True
CALICO Journal,0742-7778,2056-9017,1983-06-01,1,1,2019-01-01,36,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/calicojournal,,calicojournal,P4Y,fulltext,,Equinox Publishing Ltd.,serial,,,,,,,,P,1983-06-01 - 2019-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XIV Collection,Computer Science ; Linguistics ; Science & Mathematics ; Social Sciences ; Technology,60715892,2009227558,2015-07-31,,calicojournal,calicojournal,calicojournal,1983-06-01,2019-01-01,37,binned_0,1983-06-01,2019-01-01,True,http://www.wikidata.org/entity/Q15752942,,CALICO Journal,Computer Science ; Linguistics ; Science & Mathematics ; Social Sciences ; Technology,37,binned_2,True,True,5,5,Equinox Publishing Ltd.,5,Q15752942,True,True
Australasian Journal of American Studies,1838-9554,,1983-07-01,2,1,2023-07-01,42,1,https://www-jstor-org.proxy2.library.illinois.edu/journal/austjamerstud,,austjamerstud,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Australia New Zealand American Studies Association,serial,,,,,,,ajas,P,1983-07-01 - 2023-07-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences IX Collection,American Studies ; Area Studies ; History,607530099,2012235161,2011-08-12,,ajas,ajas,austjamerstud,1983-07-01,2023-07-01,44,binned_1,1983-07-01,2023-07-01,True,http://www.wikidata.org/entity/Q15758354,,Australasian Journal of American Studies,American Studies ; Area Studies ; History,41,binned_2,True,True,3,3,Australia New Zealand American Studies Association,3,Q15758354,True,True
The Women's Review of Books,0738-1433,1949-0410,1983-07-01,1,,2019-11-01,36,6,https://www-jstor-org.proxy2.library.illinois.edu/journal/womesrevibook,,womesrevibook,P4Y,fulltext,,"Old City Publishing, Inc.",serial,,,,,,,,P,1983-07-01 - 2019-11-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VII Collection,Feminist & Women's Studies ; Humanities ; Language & Literature ; Social Sciences,60626931,2007-265287,2007-10-31,,womesrevibook,womesrevibook,womesrevibook,1983-07-01,2019-11-01,37,binned_0,1983-07-01,2019-11-01,True,http://www.wikidata.org/entity/Q96737926,,The Women s Review of Books,Feminist & Women's Studies ; Humanities ; Language & Literature ; Social Sciences,37,binned_2,True,True,4,4,"Old City Publishing, Inc.",4,Q96737926,True,True
Music Perception: An Interdisciplinary Journal,0730-7829,1533-8312,1983-10-01,1,1,2019-12-01,37,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/musicperception,,musicperception,P4Y,fulltext,,University of California Press,serial,,,,,,,,P,1983-10-01 - 2019-12-01,Music Collection ; JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VIII Collection,Arts ; Music,45906020,2001-214668,2010-03-24,,musicperception,musicperception,musicperception,1983-10-01,2019-12-01,37,binned_0,1983-10-01,2019-12-01,True,http://www.wikidata.org/entity/Q6941629,https://en.wikipedia.org/wiki/Music_Perception,Music Perception,Arts ; Music,37,binned_2,True,True,2,2,University of California Press,2,Q6941629,True,True
World Policy Journal,0740-2775,1936-0924,1983-10-01,1,1,2017-12-01,34,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/worldpolicyj,,worldpolicyj,P6Y,fulltext,,Duke University Press,serial,,,,,,,,P,1983-10-01 - 2017-12-01,Arts & Sciences VI Collection ; JSTOR Archival Journal & Primary Source Collection,International Relations ; Political Science ; Security Studies ; Social Sciences,38482151,2007-214809,2009-11-20,,worldpolicyj,worldpolicyj,worldpolicyj,1983-10-01,2017-12-01,35,binned_0,1983-10-01,2017-12-01,True,http://www.wikidata.org/entity/Q15761051,https://en.wikipedia.org/wiki/World_Policy_Journal,World Policy Journal,International Relations ; Political Science ; Security Studies ; Social Sciences,35,binned_2,True,True,4,4,Duke University Press,4,Q15761051,True,True
Simone de Beauvoir Studies,1063-2042,2589-7616,1983-10-01,1,1,2019-01-01,30,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/simobeaustud,,simobeaustud,P4Y,fulltext,,Brill,serial,,,,,,,,P,1983-10-01 - 2019-01-01,JSTOR Archival Journal & Primary Source Collection ; Lives of Literature Collection,Humanities ; Language & Literature,891456947,,2019-11-26,,simobeaustud,simobeaustud,simobeaustud,1983-10-01,2019-01-01,37,binned_0,1983-10-01,2019-01-01,True,,,,Humanities ; Language & Literature,37,binned_2,True,True,2,2,Brill,2,,False,False
Teacher Education Quarterly,0737-5328,,1983-10-01,10,4,2021-10-01,48,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/teaceducquar,,teaceducquar,P2Y,fulltext,,Caddo Gap Press,serial,,,,,,,calijteaceduc,P,1983-10-01 - 2021-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XII Collection,Education ; Social Sciences,41228220,,2013-12-06,,calijteaceduc,calijteaceduc,teaceducquar,1983-10-01,2021-10-01,51,binned_1,1983-10-01,2021-10-01,True,http://www.wikidata.org/entity/Q15767427,,Teacher Education Quarterly,Education ; Social Sciences,39,binned_2,True,True,2,2,Caddo Gap Press,2,Q15767427,True,True
Circeto,0758-363X,2669-4301,1983-10-01,,1,1984-02-01,,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/circeto,,circeto,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Classiques Garnier,serial,,,,,,paradesauvage,,P,1983-10-01 - 1984-02-01,JSTOR Archival Journal & Primary Source Collection ; Lives of Literature Collection,Humanities ; Language & Literature,301137050,,2019-06-28,,circeto,circeto,paradesauvage,1983-10-01,1984-02-01,41,binned_1,1983-10-01,1984-02-01,True,,,,Humanities ; Language & Literature,2,binned_0,True,True,0,2,Classiques Garnier,2,,False,False
BMS: Bulletin of Sociological Methodology / Bulletin de Méthodologie Sociologique,0759-1063,2070-2779,1983-10-01,,1,2019-10-01,,144,https://www-jstor-org.proxy2.library.illinois.edu/journal/bmsbullsocimeth,,bmsbullsocimeth,P4Y,fulltext,,"Sage Publications, Ltd.",serial,,,,,,,,P,1983-10-01 - 2019-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XII Collection,Social Sciences ; Sociology,289027706,,2015-01-30,,bmsbullsocimeth,bmsbullsocimeth,bmsbullsocimeth,1983-10-01,2019-10-01,37,binned_0,1983-10-01,2019-10-01,True,http://www.wikidata.org/entity/Q2928062,,Bulletin of Sociological Methodology,Social Sciences ; Sociology,37,binned_2,True,True,2,2,"Sage Publications, Ltd.",2,Q2928062,True,True
Quarterly Journal of Business and Economics,0747-5535,2327-8242,1983-10-01,22,4,2007-10-01,46,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/qjbusiecon,,qjbusiecon,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Creighton University,serial,,,,,,qjfinacct,nejeconbusi,P,1983-10-01 - 2007-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences X Collection ; Business & Economics Collection ; Business III Collection,Business ; Business & Economics ; Economics ; Finance,60621242,2011-235387,2011-05-25,,nejeconbusi,nejeconbusi,qjfinacct,1983-10-01,2007-10-01,62,binned_2,1983-10-01,2007-10-01,True,http://www.wikidata.org/entity/Q15763541,,Quarterly Journal of Business and Economics,Business ; Business & Economics ; Economics ; Finance,25,binned_1,True,True,4,4,Creighton University,4,Q15763541,True,True
Shakespeare Bulletin,0748-2558,1931-1427,1983-11-01,2,5/6,2017-12-01,35,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/shakbull,,shakbull,P6Y,fulltext,,The Johns Hopkins University Press,serial,,,,,,,shakefilmnews,P,1983-11-01 - 2017-12-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XV Collection,Humanities ; Language & Literature,61314128,2006213903,2018-03-26,,shakefilmnews,bullnewyorkshake,shakbull,1983-11-01,2017-12-01,54,binned_1,1983-11-01,2017-12-01,True,http://www.wikidata.org/entity/Q15708566,https://en.wikipedia.org/wiki/Shakespeare_Bulletin,Shakespeare Bulletin,Humanities ; Language & Literature,35,binned_2,True,True,2,2,The Johns Hopkins University Press,2,Q15708566,True,True
German Studies Newsletter,0882-7079,,1983-12-01,,1,1986-07-01,,8,https://www-jstor-org.proxy2.library.illinois.edu/journal/germstudnews,,germstudnews,,fulltext,,Berghahn Books,serial,,,,,,germpolisoci,,P,1983-12-01 - 1986-07-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XII Collection,Political Science ; Social Sciences ; Sociology,252403959,,2014-09-19,,germstudnews,germstudnews,germpolisoci,1983-12-01,1986-07-01,38,binned_1,1983-12-01,1986-07-01,True,http://www.wikidata.org/entity/Q26849593,,German Studies Newsletter,Political Science ; Social Sciences ; Sociology,4,binned_0,True,True,3,3,Berghahn Books,3,Q26849593,True,True
Bulletin de Sinologie,1011-2006,,1983-12-01,,12,1992-01-01,,87,https://www-jstor-org.proxy2.library.illinois.edu/journal/bulldesino,,bulldesino,,fulltext,,French Centre for Research on Contemporary China,serial,,,,,,perspectiveschin,bulletinmensuel,P,1983-12-01 - 1992-01-01,JSTOR Archival Journal & Primary Source Collection ; Asia Collection ; Arts & Sciences XIV Collection,Area Studies ; Asian Studies ; Political Science ; Social Sciences,907929398,,2015-03-27,,bulletinmensuel,bulletinmensuel,perspectiveschin,1983-12-01,1992-01-01,45,binned_1,1983-12-01,1992-01-01,True,,,,Area Studies ; Asian Studies ; Political Science ; Social Sciences,10,binned_0,True,True,4,4,French Centre for Research on Contemporary China,4,,True,False
Digest of Social Science Research on China,2575-2952,2576-554X,1984-01-01,,,1984-01-01,,,https://www-jstor-org.proxy2.library.illinois.edu/journal/digesocscireschi,,digesocscireschi,,fulltext,,American Association of Chinese Studies,serial,,,,,,jshinstud,,P,1984-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XV Collection,Area Studies ; Asian Studies,647448327,,2017-10-30,,digesocscireschi,digesocscireschi,jshinstud,1984-01-01,1984-01-01,45,binned_1,1984-01-01,1984-01-01,True,,,,Area Studies ; Asian Studies,1,binned_0,True,True,2,2,American Association of Chinese Studies,2,,True,False
Journal of Community Health Nursing,0737-0016,1532-7655,1984-01-01,1,1,2015-10-01,32,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/jcommhealnurs,,jcommhealnurs,P8Y,fulltext,,"Taylor & Francis, Ltd.",serial,,,,,,,,P,1984-01-01 - 2015-10-01,JSTOR Archival Journal & Primary Source Collection ; Life Sciences Collection ; Health & General Sciences Collection,Health Sciences ; Medicine & Allied Health,37663699,2001-214583,2006-09-13,,jcommhealnurs,jcommhealnurs,jcommhealnurs,1984-01-01,2015-10-01,32,binned_0,1984-01-01,2015-10-01,True,http://www.wikidata.org/entity/Q15752649,,Journal of Community Health Nursing,Health Sciences ; Medicine & Allied Health,32,binned_2,True,True,2,2,"Taylor & Francis, Ltd.",2,Q15752649,True,True
The Compleat Lawyer,0741-9066,2376-9661,1984-01-01,1,1,1998-04-01,15,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/compleatlawyer,,compleatlawyer,,fulltext,,American Bar Association,serial,,,,,,techpracguid,docketcall,P,1984-01-01 - 1998-04-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XII Collection,Law,60627705,2009250667,2014-10-17,,docketcall,newsgenepracaba,techpracguid,1984-01-01,1998-04-01,80,binned_2,1984-01-01,1998-04-01,True,http://www.wikidata.org/entity/Q55174537,,The Compleat Lawyer,Law,15,binned_1,True,True,1,1,American Bar Association,1,Q55174537,True,True
Nouvelle Revue du XVIe Siècle,0294-1414,,1984-01-01,2,,2004-01-01,22,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/nouvrevusiec,,nouvrevusiec,,fulltext,,Librairie Droz,serial,,,,,,seizsiec,,P,1984-01-01 - 2004-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VIII Collection,History ; Humanities ; Language & Literature,621251782,2012235156,2011-11-11,,nouvrevusiec,nouvrevusiec,seizsiec,1984-01-01,2004-01-01,36,binned_0,1984-01-01,2004-01-01,True,http://www.wikidata.org/entity/Q59684073,,Nouvelle Revue du XVIe Siècle,History ; Humanities ; Language & Literature,21,binned_1,True,True,3,3,Librairie Droz,3,Q59684073,True,True
Religion & Literature,0888-3769,2328-6911,1984-01-01,16,1,2019-10-01,51,3,https://www-jstor-org.proxy2.library.illinois.edu/journal/reliandliter,,reliandliter,P4Y,fulltext,,The University of Notre Dame,serial,,,,,,,notedameengj,P,1984-01-01 - 2019-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences V Collection ; Religion & Theology Collection,Humanities ; Language & Literature ; Religion,60617141,2009235657,2009-09-02,,notedameengj,notedameengj,reliandliter,1984-01-01,2019-10-01,55,binned_1,1984-01-01,2019-10-01,True,http://www.wikidata.org/entity/Q15751707,,Religion and Literature,Humanities ; Language & Literature ; Religion,36,binned_2,True,True,3,3,The University of Notre Dame,3,Q15751707,True,True
US Black Engineer,1058-2428,,1984-01-01,8,2,1995-10-01,19,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/usblackengineer,,usblackengineer,,fulltext,Content for this title is released as soon as the latest issues become available to JSTOR.,Career Communications Group,serial,,,,,,usblacengiinfo,umojasasa,P,1984-01-01 - 1995-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XIV Collection,Engineering ; Science & Mathematics,54750764,,2016-04-25,,umojasasa,blackview,usblacengiinfo,1984-01-01,1995-10-01,53,binned_1,1984-01-01,1995-10-01,True,,,,Engineering ; Science & Mathematics,12,binned_0,True,True,2,2,Career Communications Group,2,,True,False
